imei,tac,manufacturer,model,status,generated_date
351509900226690,35150990,Nokia,6200,blacklisted,2025-08-13 18:43:01
351509900051226,35150990,Nokia,6200,allowed,2025-08-13 18:43:01
351510000010758,35151000,Nokia,6800,allowed,2025-08-13 18:43:01
351510000308241,35151000,Nokia,6800,allowed,2025-08-13 18:43:01
351511000153521,35151100,Nokia,6100,allowed,2025-08-13 18:43:01
351511000206476,35151100,Nokia,6100,allowed,2025-08-13 18:43:01
351512000080127,35151200,Nokia,8310,allowed,2025-08-13 18:43:01
351512000311592,35151200,Nokia,8310,blacklisted,2025-08-13 18:43:01
351513000036194,35151300,Nokia,7250,blacklisted,2025-08-13 18:43:01
351513000082393,35151300,Nokia,7250,allowed,2025-08-13 18:43:01
351514000124828,35151400,Nokia,3510i,allowed,2025-08-13 18:43:01
351514000282158,35151400,Nokia,3510i,allowed,2025-08-13 18:43:01
351514010202573,35151401,Samsung,SGH-D830,allowed,2025-08-13 18:43:01
351514010002496,35151401,Samsung,SGH-D830,allowed,2025-08-13 18:43:01
351515000249462,35151500,Nokia,7250i,allowed,2025-08-13 18:43:01
351515000037413,35151500,Nokia,7250i,allowed,2025-08-13 18:43:01
351516000091969,35151600,Nokia,3100,blacklisted,2025-08-13 18:43:01
351516000151270,35151600,Nokia,3100,allowed,2025-08-13 18:43:01
351517000022230,35151700,Nokia,3100,allowed,2025-08-13 18:43:01
351517000209930,35151700,Nokia,3100,allowed,2025-08-13 18:43:01
351518000291590,35151800,Nokia,3100,blacklisted,2025-08-13 18:43:01
351518000136072,35151800,Nokia,3100,allowed,2025-08-13 18:43:01
351519000287407,35151900,Nokia,5210,allowed,2025-08-13 18:43:01
351519000243696,35151900,Nokia,5210,blacklisted,2025-08-13 18:43:01
351520000286664,35152000,Nokia,N-Gage,allowed,2025-08-13 18:43:01
351520000242961,35152000,Nokia,N-Gage,allowed,2025-08-13 18:43:01
351521000267434,35152100,Nokia,N-Gage,blacklisted,2025-08-13 18:43:01
351521000266346,35152100,Nokia,N-Gage,blacklisted,2025-08-13 18:43:01
351522000231855,35152200,Nokia,2100,allowed,2025-08-13 18:43:01
351522000266103,35152200,Nokia,2100,allowed,2025-08-13 18:43:01
351523000028753,35152300,Nokia,2100,allowed,2025-08-13 18:43:01
351523000233059,35152300,Nokia,2100,allowed,2025-08-13 18:43:01
351524000023454,35152400,Nokia,2100,allowed,2025-08-13 18:43:01
351524000227537,35152400,Nokia,2100,allowed,2025-08-13 18:43:01
351525000242074,35152500,Nokia,6600,allowed,2025-08-13 18:43:01
351525000325751,35152500,Nokia,6600,allowed,2025-08-13 18:43:01
351526000220738,35152600,Nokia,6100,blacklisted,2025-08-13 18:43:01
351526000187677,35152600,Nokia,6100,allowed,2025-08-13 18:43:01
351526010290992,35152601,Motorola,C113,allowed,2025-08-13 18:43:01
351526010128730,35152601,Motorola,C113,allowed,2025-08-13 18:43:01
351527000293542,35152700,Nokia,6610,allowed,2025-08-13 18:43:02
351527000125298,35152700,Nokia,6610,allowed,2025-08-13 18:43:02
351527010081725,35152701,Motorola,MJT6-33411A11,allowed,2025-08-13 18:43:02
351527010238790,35152701,Motorola,MJT6-33411A11,allowed,2025-08-13 18:43:02
351528000266599,35152800,Nokia,3510i,allowed,2025-08-13 18:43:02
351528000034260,35152800,Nokia,3510i,allowed,2025-08-13 18:43:02
351528010004899,35152801,Motorola,C113,allowed,2025-08-13 18:43:02
351528010175623,35152801,Motorola,C113,blacklisted,2025-08-13 18:43:02
351529000005095,35152900,Nokia,3660,allowed,2025-08-13 18:43:02
351529000312324,35152900,Nokia,3660,allowed,2025-08-13 18:43:02
351529010138030,35152901,Motorola,BC3-41A11,allowed,2025-08-13 18:43:02
351529010104218,35152901,Motorola,BC3-41A11,allowed,2025-08-13 18:43:02
351530000270152,35153000,Nokia,3650,allowed,2025-08-13 18:43:02
351530000148731,35153000,Nokia,3650,allowed,2025-08-13 18:43:02
351530010281489,35153001,Motorola,RAZR V3,allowed,2025-08-13 18:43:02
351530010226209,35153001,Motorola,RAZR V3,allowed,2025-08-13 18:43:02
351531000001996,35153100,Nokia,3660,allowed,2025-08-13 18:43:02
351531000011627,35153100,Nokia,3660,allowed,2025-08-13 18:43:02
351531010129974,35153101,Motorola,MQ3-4411K11,allowed,2025-08-13 18:43:02
351531010066657,35153101,Motorola,MQ3-4411K11,allowed,2025-08-13 18:43:02
351532000091031,35153200,Nokia,3660,allowed,2025-08-13 18:43:02
351532000315246,35153200,Nokia,3660,blacklisted,2025-08-13 18:43:02
351533000172032,35153300,Nokia,3660,allowed,2025-08-13 18:43:02
351533000011787,35153300,Nokia,3660,allowed,2025-08-13 18:43:02
351534000086063,35153400,Nokia,3310,allowed,2025-08-13 18:43:02
351534000295024,35153400,Nokia,3310,allowed,2025-08-13 18:43:02
351534010118368,35153401,Motorola,G24 BMW TCU 1.5,allowed,2025-08-13 18:43:02
351534010287256,35153401,Motorola,G24 BMW TCU 1.5,allowed,2025-08-13 18:43:02
351535000163406,35153500,Nokia,6100,allowed,2025-08-13 18:43:02
351535000134572,35153500,Nokia,6100,blacklisted,2025-08-13 18:43:02
351535010019189,35153501,Motorola,MT3-411J11,blacklisted,2025-08-13 18:43:02
351535010198592,35153501,Motorola,MT3-411J11,blacklisted,2025-08-13 18:43:02
351536000309482,35153600,Nokia,3510i,allowed,2025-08-13 18:43:02
351536000259678,35153600,Nokia,3510i,allowed,2025-08-13 18:43:02
351537000042107,35153700,Nokia,3510i,allowed,2025-08-13 18:43:02
351537000039969,35153700,Nokia,3510i,allowed,2025-08-13 18:43:02
351537010189751,35153701,Motorola,MQ4-4411D11,allowed,2025-08-13 18:43:02
351537010275131,35153701,Motorola,MQ4-4411D11,allowed,2025-08-13 18:43:02
351538000142775,35153800,Nokia,6100,blacklisted,2025-08-13 18:43:02
351538000286147,35153800,Nokia,6100,allowed,2025-08-13 18:43:02
351538010068328,35153801,Motorola,RAZR V3i,allowed,2025-08-13 18:43:02
351538010206027,35153801,Motorola,RAZR V3i,allowed,2025-08-13 18:43:02
351539000009785,35153900,Nokia,1100,allowed,2025-08-13 18:43:02
351539000007803,35153900,Nokia,1100,allowed,2025-08-13 18:43:02
351540000063623,35154000,Nokia,6610,allowed,2025-08-13 18:43:02
351540000196678,35154000,Nokia,6610,allowed,2025-08-13 18:43:02
351541000095688,35154100,Nokia,3410,allowed,2025-08-13 18:43:02
351541000182478,35154100,Nokia,3410,allowed,2025-08-13 18:43:02
351542000248512,35154200,Nokia,8250,allowed,2025-08-13 18:43:02
351542000124977,35154200,Nokia,8250,allowed,2025-08-13 18:43:02
351543000124440,35154300,Nokia,7250i,allowed,2025-08-13 18:43:02
351543000315779,35154300,Nokia,7250i,allowed,2025-08-13 18:43:02
351543010016459,35154301,Motorola,MJ4-33A11,allowed,2025-08-13 18:43:02
351543010314065,35154301,Motorola,MJ4-33A11,allowed,2025-08-13 18:43:02
351544000239450,35154400,Nokia,2100,allowed,2025-08-13 18:43:03
351544000173243,35154400,Nokia,2100,blacklisted,2025-08-13 18:43:03
351544010095577,35154401,Motorola,MT4-411A11,allowed,2025-08-13 18:43:03
351544010033698,35154401,Motorola,MT4-411A11,allowed,2025-08-13 18:43:03
351545000306901,35154500,Nokia,7250i,allowed,2025-08-13 18:43:03
351545000187594,35154500,Nokia,7250i,allowed,2025-08-13 18:43:03
351545010081242,35154501,Motorola,MT3-411G21,allowed,2025-08-13 18:43:03
351545010083384,35154501,Motorola,MT3-411G21,allowed,2025-08-13 18:43:03
351546000086666,35154600,Nokia,6600,allowed,2025-08-13 18:43:03
351546000286726,35154600,Nokia,6600,blacklisted,2025-08-13 18:43:03
351546010042999,35154601,Motorola,C113,allowed,2025-08-13 18:43:03
351546010229164,35154601,Motorola,C113,allowed,2025-08-13 18:43:03
351547000222081,35154700,Nokia,7600,allowed,2025-08-13 18:43:03
351547000062823,35154700,Nokia,7600,allowed,2025-08-13 18:43:03
351547010255972,35154701,Motorola,C113,allowed,2025-08-13 18:43:03
351547010079271,35154701,Motorola,C113,allowed,2025-08-13 18:43:03
351548000046967,35154800,Nokia,7600,allowed,2025-08-13 18:43:03
351548000189456,35154800,Nokia,7600,allowed,2025-08-13 18:43:03
351548010299407,35154801,Motorola,MQ3-4411C21,allowed,2025-08-13 18:43:03
351548010112938,35154801,Motorola,MQ3-4411C21,allowed,2025-08-13 18:43:03
351549000294466,35154900,Nokia,6310i,allowed,2025-08-13 18:43:03
351549000152065,35154900,Nokia,6310i,allowed,2025-08-13 18:43:03
351549010183012,35154901,Motorola,C139,allowed,2025-08-13 18:43:03
351549010025728,35154901,Motorola,C139,allowed,2025-08-13 18:43:03
351550000312488,35155000,Nokia,6310i,allowed,2025-08-13 18:43:03
351550000029188,35155000,Nokia,6310i,allowed,2025-08-13 18:43:03
351550010292105,35155001,Motorola,C113,allowed,2025-08-13 18:43:03
351550010042590,35155001,Motorola,C113,allowed,2025-08-13 18:43:03
351551000106030,35155100,Wonu Telecom,WGM-1896,allowed,2025-08-13 18:43:03
351551000234856,35155100,Wonu Telecom,WGM-1896,allowed,2025-08-13 18:43:03
351552000136113,35155200,Eastern Communication,EG700 Bar Phone,blacklisted,2025-08-13 18:43:03
351552000323937,35155200,Eastern Communication,EG700 Bar Phone,blacklisted,2025-08-13 18:43:03
351555000043096,35155500,Intervox Systemes,BACKUP GSM Gamme Zen,allowed,2025-08-13 18:43:03
351555000115124,35155500,Intervox Systemes,BACKUP GSM Gamme Zen,allowed,2025-08-13 18:43:03
351556000148856,35155600,Haier,G1000,blacklisted,2025-08-13 18:43:03
351556000228813,35155600,Haier,G1000,allowed,2025-08-13 18:43:03
351557000002388,35155700,Sciencetel,STG-180,allowed,2025-08-13 18:43:03
351557000261384,35155700,Sciencetel,STG-180,allowed,2025-08-13 18:43:03
351558000275911,35155800,Panabiz International,Panabiz DB-2009F,blacklisted,2025-08-13 18:43:03
351558000081942,35155800,Panabiz International,Panabiz DB-2009F,allowed,2025-08-13 18:43:03
351559000137277,35155900,Eastern Communication,EG730,blacklisted,2025-08-13 18:43:03
351559000236829,35155900,Eastern Communication,EG730,allowed,2025-08-13 18:43:03
351559010274698,35155901,Sony Ericsson,K310,allowed,2025-08-13 18:43:03
351559010174635,35155901,Sony Ericsson,K310,allowed,2025-08-13 18:43:03
351560000312235,35156000,Eastern Communication,Argon,allowed,2025-08-13 18:43:03
351560000268024,35156000,Eastern Communication,Argon,allowed,2025-08-13 18:43:03
351561000033928,35156100,Eastern Communication,Argon,allowed,2025-08-13 18:43:03
351561000195771,35156100,Eastern Communication,Argon,allowed,2025-08-13 18:43:03
351562000263232,35156200,Eastern Communication,Argon,allowed,2025-08-13 18:43:03
351562000312545,35156200,Eastern Communication,Argon,allowed,2025-08-13 18:43:03
351563000039074,35156300,Eastern Communication,Argon,blacklisted,2025-08-13 18:43:03
351563000295260,35156300,Eastern Communication,Argon,allowed,2025-08-13 18:43:04
351564000195867,35156400,Maxon,MX-6883,allowed,2025-08-13 18:43:04
351564000177164,35156400,Maxon,MX-6883,allowed,2025-08-13 18:43:04
351565000032747,35156500,Maxon,MX7952,allowed,2025-08-13 18:43:04
351565000115925,35156500,Maxon,MX7952,allowed,2025-08-13 18:43:04
351566000179874,35156600,Maxon,MX7953n T338,allowed,2025-08-13 18:43:04
351566000101341,35156600,Maxon,MX7953n T338,allowed,2025-08-13 18:43:04
351567000259750,35156700,Bird,V18,allowed,2025-08-13 18:43:04
351567000022569,35156700,Bird,V18,allowed,2025-08-13 18:43:04
351568000157299,35156800,Samsung,SGH-N500,allowed,2025-08-13 18:43:04
351568000291241,35156800,Samsung,SGH-N500,allowed,2025-08-13 18:43:04
351569000101222,35156900,Wongs Electronics,C2188,blacklisted,2025-08-13 18:43:04
351569000157109,35156900,Wongs Electronics,C2188,allowed,2025-08-13 18:43:04
351570000144530,35157000,LG,G5210,allowed,2025-08-13 18:43:04
351570000272785,35157000,LG,G5210,allowed,2025-08-13 18:43:04
351571000322212,35157100,LG,G5400,allowed,2025-08-13 18:43:04
351571000326254,35157100,LG,G5400,allowed,2025-08-13 18:43:04
351572000129975,35157200,Brodersen Controls,UCM-93.9xx,allowed,2025-08-13 18:43:04
351572000120242,35157200,Brodersen Controls,UCM-93.9xx,allowed,2025-08-13 18:43:04
351573000152215,35157300,Soutec,S680,allowed,2025-08-13 18:43:04
351573000066470,35157300,Soutec,S680,allowed,2025-08-13 18:43:04
351574000086938,35157400,The Pinpoint Company,Free Walker,allowed,2025-08-13 18:43:04
351574000236438,35157400,The Pinpoint Company,Free Walker,blacklisted,2025-08-13 18:43:04
351575000244357,35157500,The Pinpoint Company,Free Walker,allowed,2025-08-13 18:43:04
351575000032308,35157500,The Pinpoint Company,Free Walker,allowed,2025-08-13 18:43:04
351576000219712,35157600,Leadtek Research,AVL9568,allowed,2025-08-13 18:43:04
351576000269533,35157600,Leadtek Research,AVL9568,allowed,2025-08-13 18:43:04
351577000049502,35157700,TCL,S600,allowed,2025-08-13 18:43:04
351577000316205,35157700,TCL,S600,allowed,2025-08-13 18:43:04
351578000042116,35157800,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351578000063325,35157800,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351579000239092,35157900,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351579000103424,35157900,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351580000166862,35158000,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351580000278304,35158000,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351581000299576,35158100,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351581000131792,35158100,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351582000187204,35158200,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351582000326947,35158200,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351583000187515,35158300,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351583000281422,35158300,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351584000236935,35158400,Sagem,MyX-6,allowed,2025-08-13 18:43:04
351584000292829,35158400,Sagem,MyX-6,blacklisted,2025-08-13 18:43:04
351585000300141,35158500,Compal,F68,allowed,2025-08-13 18:43:04
351585000044767,35158500,Compal,F68,blacklisted,2025-08-13 18:43:04
351586000258071,35158600,Siemens,A55,allowed,2025-08-13 18:43:04
351586000216241,35158600,Siemens,A55,allowed,2025-08-13 18:43:04
351587000061059,35158700,Siemens,A55,allowed,2025-08-13 18:43:04
351587000299918,35158700,Siemens,A55,allowed,2025-08-13 18:43:04
351588000229832,35158800,Siemens,A55,blacklisted,2025-08-13 18:43:04
351588000042855,35158800,Siemens,A55,blacklisted,2025-08-13 18:43:04
351589000155866,35158900,Siemens,A50,allowed,2025-08-13 18:43:04
351589000298800,35158900,Siemens,A50,allowed,2025-08-13 18:43:04
351590000132362,35159000,Siemens,A55,allowed,2025-08-13 18:43:04
351590000323842,35159000,Siemens,A55,allowed,2025-08-13 18:43:05
351591000223469,35159100,Siemens,A55,allowed,2025-08-13 18:43:05
351591000318722,35159100,Siemens,A55,allowed,2025-08-13 18:43:05
351592000148727,35159200,Siemens,A55,allowed,2025-08-13 18:43:05
351592000225723,35159200,Siemens,A55,blacklisted,2025-08-13 18:43:05
351593000076107,35159300,Siemens,A55,allowed,2025-08-13 18:43:05
351593000178113,35159300,Siemens,A55,allowed,2025-08-13 18:43:05
351594000142008,35159400,Mirae Communication,MGH-801,blacklisted,2025-08-13 18:43:05
351594000145657,35159400,Mirae Communication,MGH-801,allowed,2025-08-13 18:43:05
351595000201354,35159500,Mirae Communication,MGH-820,allowed,2025-08-13 18:43:05
351595000286183,35159500,Mirae Communication,MGH-820,allowed,2025-08-13 18:43:05
351596000080000,35159600,Pantech,Dragon,blacklisted,2025-08-13 18:43:05
351596000091560,35159600,Pantech,Dragon,allowed,2025-08-13 18:43:05
351597000127200,35159700,Konka,D108,allowed,2025-08-13 18:43:05
351597000023679,35159700,Konka,D108,allowed,2025-08-13 18:43:05
351598000195251,35159800,Funkanlagen Leipoldt OHG,C2D-SI 900,allowed,2025-08-13 18:43:05
351598000325361,35159800,Funkanlagen Leipoldt OHG,C2D-SI 900,allowed,2025-08-13 18:43:05
351599000232763,35159900,Ezze Mobile,Ezio E58,allowed,2025-08-13 18:43:05
351599000097856,35159900,Ezze Mobile,Ezio E58,allowed,2025-08-13 18:43:05
351599010298102,35159901,Airness,SLIDE99,allowed,2025-08-13 18:43:05
351599010194857,35159901,Airness,SLIDE99,blacklisted,2025-08-13 18:43:05
351600000325991,35160000,Ezze Mobile,EZ10,allowed,2025-08-13 18:43:05
351600000069214,35160000,Ezze Mobile,EZ10,blacklisted,2025-08-13 18:43:05
351601000075180,35160100,Ezze Mobile,Ezio E88,allowed,2025-08-13 18:43:05
351601000105317,35160100,Ezze Mobile,Ezio E88,allowed,2025-08-13 18:43:05
351602000053568,35160200,Qualcomm,TM6200,allowed,2025-08-13 18:43:05
351602000113557,35160200,Qualcomm,TM6200,allowed,2025-08-13 18:43:05
351603000125856,35160300,Hellmertz,GSM Alarm,allowed,2025-08-13 18:43:05
351603000153664,35160300,Hellmertz,GSM Alarm,allowed,2025-08-13 18:43:05
351604000082981,35160400,Haier,Phosphor1000,allowed,2025-08-13 18:43:05
351604000058133,35160400,Haier,Phosphor1000,blacklisted,2025-08-13 18:43:05
351605000014171,35160500,CEC,Unis920,allowed,2025-08-13 18:43:05
351605000147812,35160500,CEC,Unis920,blacklisted,2025-08-13 18:43:05
351606000215382,35160600,Sagem,MO170,allowed,2025-08-13 18:43:05
351606000326547,35160600,Sagem,MO170,allowed,2025-08-13 18:43:05
351607000044789,35160700,Technolog,Cello,allowed,2025-08-13 18:43:05
351607000308334,35160700,Technolog,Cello,blacklisted,2025-08-13 18:43:05
351608000277492,35160800,Panda International,EMOL66,allowed,2025-08-13 18:43:05
351608000189417,35160800,Panda International,EMOL66,allowed,2025-08-13 18:43:05
351609000306646,35160900,Simcom,ITM100 GSM,allowed,2025-08-13 18:43:05
351609000326820,35160900,Simcom,ITM100 GSM,allowed,2025-08-13 18:43:05
351610000217428,35161000,Siemens,X3,allowed,2025-08-13 18:43:05
351610000137372,35161000,Siemens,X3,blacklisted,2025-08-13 18:43:05
351611000298376,35161100,Panasonic,CF-27SB,allowed,2025-08-13 18:43:05
351611000248064,35161100,Panasonic,CF-27SB,allowed,2025-08-13 18:43:05
351612000135167,35161200,Lite-On,BPL A318,allowed,2025-08-13 18:43:05
351612000134916,35161200,Lite-On,BPL A318,allowed,2025-08-13 18:43:05
351613000316103,35161300,Alcatel,One Touch 535,allowed,2025-08-13 18:43:05
351613000280631,35161300,Alcatel,One Touch 535,allowed,2025-08-13 18:43:05
351613010113143,35161301,Samsung,SGH-i330,allowed,2025-08-13 18:43:05
351613010034988,35161301,Samsung,SGH-i330,allowed,2025-08-13 18:43:05
351614000254099,35161400,Alcatel,One Touch 535,allowed,2025-08-13 18:43:05
351614000136850,35161400,Alcatel,One Touch 535,allowed,2025-08-13 18:43:05
351614010073523,35161401,Samsung,S401i,blacklisted,2025-08-13 18:43:06
351614010257460,35161401,Samsung,S401i,allowed,2025-08-13 18:43:06
351615000178812,35161500,Alcatel,One Touch 535,allowed,2025-08-13 18:43:06
351615000217717,35161500,Alcatel,One Touch 535,blacklisted,2025-08-13 18:43:06
351616000237311,35161600,Alcatel,One Touch 535,allowed,2025-08-13 18:43:06
351616000207512,35161600,Alcatel,One Touch 535,blacklisted,2025-08-13 18:43:06
351617000175118,35161700,Alcatel,One Touch 735,allowed,2025-08-13 18:43:06
351617000075930,35161700,Alcatel,One Touch 735,allowed,2025-08-13 18:43:06
351618000000564,35161800,Alcatel,One Touch 735,allowed,2025-08-13 18:43:06
351618000024129,35161800,Alcatel,One Touch 735,allowed,2025-08-13 18:43:06
351619000008761,35161900,Alcatel,One Touch 735,allowed,2025-08-13 18:43:06
351619000104853,35161900,Alcatel,One Touch 735,allowed,2025-08-13 18:43:06
351620000048868,35162000,Alcatel,One Touch 735,allowed,2025-08-13 18:43:06
351620000043060,35162000,Alcatel,One Touch 735,allowed,2025-08-13 18:43:06
351621000318502,35162100,IWOW Communications,WM108OA+,blacklisted,2025-08-13 18:43:06
351621000256891,35162100,IWOW Communications,WM108OA+,allowed,2025-08-13 18:43:06
351622000172267,35162200,Telsda,A98,blacklisted,2025-08-13 18:43:06
351622000155954,35162200,Telsda,A98,allowed,2025-08-13 18:43:06
351623000182362,35162300,Samsung,SGH-V200,allowed,2025-08-13 18:43:06
351623000306719,35162300,Samsung,SGH-V200,allowed,2025-08-13 18:43:06
351623010116282,35162301,Samsung,SGH-V200,allowed,2025-08-13 18:43:06
351623010164880,35162301,Samsung,SGH-V200,allowed,2025-08-13 18:43:06
351623990040730,35162399,Samsung,SGH-V200,allowed,2025-08-13 18:43:06
351623990054895,35162399,Samsung,SGH-V200,blacklisted,2025-08-13 18:43:06
351624000287533,35162400,Samsung,SGH-V200,allowed,2025-08-13 18:43:06
351624000230504,35162400,Samsung,SGH-V200,allowed,2025-08-13 18:43:06
351625000294258,35162500,Samsung,SGH-V200,allowed,2025-08-13 18:43:06
351625000051313,35162500,Samsung,SGH-V200,allowed,2025-08-13 18:43:06
351625010311229,35162501,Sagem,MY C4-2,blacklisted,2025-08-13 18:43:06
351625010036205,35162501,Sagem,MY C4-2,allowed,2025-08-13 18:43:06
351626000090841,35162600,Samsung,SGH-V200,allowed,2025-08-13 18:43:06
351626000324983,35162600,Samsung,SGH-V200,blacklisted,2025-08-13 18:43:06
351627000147255,35162700,RATEL Iletisim,RAKS 9745,allowed,2025-08-13 18:43:06
351627000307518,35162700,RATEL Iletisim,RAKS 9745,allowed,2025-08-13 18:43:06
351628000203086,35162800,RATEL Iletisim,RAKS 9545,blacklisted,2025-08-13 18:43:06
351628000299866,35162800,RATEL Iletisim,RAKS 9545,allowed,2025-08-13 18:43:06
351629000033660,35162900,RATEL Iletisim,RAKS 3525,allowed,2025-08-13 18:43:06
351629000261397,35162900,RATEL Iletisim,RAKS 3525,allowed,2025-08-13 18:43:06
351630000245849,35163000,Siemens,SL55,allowed,2025-08-13 18:43:06
351630000179689,35163000,Siemens,SL55,allowed,2025-08-13 18:43:06
351631000298318,35163100,Siemens,SL55,allowed,2025-08-13 18:43:06
351631000311455,35163100,Siemens,SL55,allowed,2025-08-13 18:43:06
351632000311463,35163200,Siemens,SL55,allowed,2025-08-13 18:43:06
351632000203106,35163200,Siemens,SL55,allowed,2025-08-13 18:43:06
351633000015023,35163300,Siemens,SL55,allowed,2025-08-13 18:43:06
351633000287587,35163300,Siemens,SL55,allowed,2025-08-13 18:43:06
351636000222788,35163600,Maxon,DW613,allowed,2025-08-13 18:43:06
351636000004498,35163600,Maxon,DW613,allowed,2025-08-13 18:43:06
351637000202399,35163700,DBTel,DB2017,blacklisted,2025-08-13 18:43:06
351637000153664,35163700,DBTel,DB2017,blacklisted,2025-08-13 18:43:07
351638000156063,35163800,Capitel,Beethoven,allowed,2025-08-13 18:43:07
351638000095405,35163800,Capitel,Beethoven,allowed,2025-08-13 18:43:07
351639000088010,35163900,Siemens,K45,allowed,2025-08-13 18:43:07
351639000248222,35163900,Siemens,K45,allowed,2025-08-13 18:43:07
351640000193199,35164000,Cellon,Q120,allowed,2025-08-13 18:43:07
351640000308075,35164000,Cellon,Q120,allowed,2025-08-13 18:43:07
351641000268312,35164100,Philips,Fisio 825,allowed,2025-08-13 18:43:07
351641000227205,35164100,Philips,Fisio 825,allowed,2025-08-13 18:43:07
351642000100938,35164200,Siemens,Xelibri 4,allowed,2025-08-13 18:43:07
351642000048112,35164200,Siemens,Xelibri 4,allowed,2025-08-13 18:43:07
351644000230804,35164400,Cellon,CT 8998,blacklisted,2025-08-13 18:43:07
351644000232161,35164400,Cellon,CT 8998,allowed,2025-08-13 18:43:07
351645000144372,35164500,Philips,Fisio 825,allowed,2025-08-13 18:43:07
351645000234140,35164500,Philips,Fisio 825,allowed,2025-08-13 18:43:07
351646000213750,35164600,Cellon,CT 5398,allowed,2025-08-13 18:43:07
351646000291078,35164600,Cellon,CT 5398,allowed,2025-08-13 18:43:07
351648000240648,35164800,Cellon,Q500,blacklisted,2025-08-13 18:43:07
351648000089866,35164800,Cellon,Q500,allowed,2025-08-13 18:43:07
351651000219337,35165100,Cellon,Q618,allowed,2025-08-13 18:43:07
351651000229889,35165100,Cellon,Q618,allowed,2025-08-13 18:43:07
351652000145013,35165200,Cellon,Konka R798,allowed,2025-08-13 18:43:07
351652000208099,35165200,Cellon,Konka R798,allowed,2025-08-13 18:43:07
351653000000098,35165300,Cellon,Eastcom ET 716,allowed,2025-08-13 18:43:07
351653000054315,35165300,Cellon,Eastcom ET 716,allowed,2025-08-13 18:43:07
351654000162411,35165400,Cellon,CT 3308,allowed,2025-08-13 18:43:07
351654000185272,35165400,Cellon,CT 3308,allowed,2025-08-13 18:43:07
351654150204726,35165415,Philips,330,allowed,2025-08-13 18:43:07
351654150160915,35165415,Philips,330,allowed,2025-08-13 18:43:07
351656000311124,35165600,Cellon,Q638,allowed,2025-08-13 18:43:07
351656000320819,35165600,Cellon,Q638,allowed,2025-08-13 18:43:07
351657000196178,35165700,Cellon,Z3000,allowed,2025-08-13 18:43:07
351657000301045,35165700,Cellon,Z3000,blacklisted,2025-08-13 18:43:07
351658000037606,35165800,Cellon,Q610,allowed,2025-08-13 18:43:07
351658000128517,35165800,Cellon,Q610,allowed,2025-08-13 18:43:07
351659000318393,35165900,Cellon,Z8000,allowed,2025-08-13 18:43:07
351659000108645,35165900,Cellon,Z8000,allowed,2025-08-13 18:43:07
351660000073732,35166000,Cellon,CT 3508,allowed,2025-08-13 18:43:07
351660000283587,35166000,Cellon,CT 3508,allowed,2025-08-13 18:43:07
351661000168899,35166100,Cellon,C879FM,blacklisted,2025-08-13 18:43:07
351661000019710,35166100,Cellon,C879FM,allowed,2025-08-13 18:43:08
351666000074833,35166600,Cellon,A68,allowed,2025-08-13 18:43:08
351666000205915,35166600,Cellon,A68,allowed,2025-08-13 18:43:08
351667000140823,35166700,Cellon,C908,allowed,2025-08-13 18:43:08
351667000140574,35166700,Cellon,C908,allowed,2025-08-13 18:43:08
351669010023788,35166901,Samsung,SGH-X507,allowed,2025-08-13 18:43:08
351669010077202,35166901,Samsung,SGH-X507,allowed,2025-08-13 18:43:08
351670000127273,35167000,Spetrotec,Big Watcher,allowed,2025-08-13 18:43:08
351670000033864,35167000,Spetrotec,Big Watcher,blacklisted,2025-08-13 18:43:08
351671000175460,35167100,Lenovo,G618,allowed,2025-08-13 18:43:08
351671000177146,35167100,Lenovo,G618,allowed,2025-08-13 18:43:08
351672000195544,35167200,SangFei,OKWAP 510,allowed,2025-08-13 18:43:08
351672000058988,35167200,SangFei,OKWAP 510,allowed,2025-08-13 18:43:08
351673000070375,35167300,Amoisonic,A90,allowed,2025-08-13 18:43:08
351673000319615,35167300,Amoisonic,A90,allowed,2025-08-13 18:43:08
351673010287257,35167301,Sony Ericsson,K310,blacklisted,2025-08-13 18:43:08
351673010093554,35167301,Sony Ericsson,K310,allowed,2025-08-13 18:43:08
351674000287694,35167400,Amoisonic,A68,allowed,2025-08-13 18:43:08
351674000253532,35167400,Amoisonic,A68,allowed,2025-08-13 18:43:08
351675000030167,35167500,Sendo,S200,allowed,2025-08-13 18:43:08
351675000124342,35167500,Sendo,S200,allowed,2025-08-13 18:43:08
351676000032896,35167600,Mitsubishi,m21i,allowed,2025-08-13 18:43:08
351676000281689,35167600,Mitsubishi,m21i,allowed,2025-08-13 18:43:08
351677000168098,35167700,TCL,Schneider U 2,allowed,2025-08-13 18:43:08
351677000320761,35167700,TCL,Schneider U 2,allowed,2025-08-13 18:43:08
